Measured_PPV_mm_per_s,Distance_from_Dam_m,Charge_Factor,Total_Explosive_Quantity_kg,SDI,BVII,RDI,Slope_deg,Burden_m,Spacing_m,Severity_Ratio,Rec_Target_PPV_mm_per_s,Rec_Distance_from_Dam_m,Rec_Charge_Factor,Rec_Burden_m,Rec_Spacing_m
14.53,1162,1.86,739,464.4,0.575,0.599,44,4.42,5.82,2.905,2.72,2382.4,0.55,5.67,7.32
12.62,2740,2.36,589,402.2,0.57,0.501,0,4.19,5.96,2.523,3.46,4950.7,0.77,5.11,7.24
7.54,286,1.74,2779,81.6,0.543,0.68,10,3.39,4.19,1.508,3.76,446.4,1.08,3.53,4.54
17.94,2901,2.11,956,124.6,0.925,0.46,42,2.97,4.14,3.587,2.43,6433.4,0.55,3.98,5.67
16.56,1977,0.67,2780,170.9,0.921,0.602,39,3.83,4.76,3.311,2.43,4294.1,0.22,5.27,6.37
14.19,2240,1.27,853,84.1,0.779,0.628,21,4.63,4.44,2.839,3.14,4423.4,0.5,5.89,5.76
17.46,185,1.25,1504,290.8,0.684,0.679,34,4.65,4.72,3.492,2.86,458.9,0.31,6.51,6.29
17.74,236,2.27,1856,487.7,0.803,0.68,43,2.33,5.56,3.549,2.81,653.4,0.59,3.3,7.59
15.04,2568,0.8,938,380.7,0.764,0.554,5,3.29,5.11,3.008,2.8,5230.6,0.25,4.15,6.51
17.23,2221,0.8,1898,211.7,0.649,0.91,27,3.39,4.24,3.446,2.29,4908.6,0.2,4.64,5.65
14.86,1736,1.16,844,2.3,0.628,0.613,30,4.93,4.12,2.971,3.31,3525.7,0.34,6.37,5.52
14.56,2318,0.61,1156,156.6,0.63,0.538,7,4.03,4.74,2.912,2.94,4492.5,0.2,5.16,6.05
13.52,1851,0.86,2677,263.4,0.753,0.505,4,3.22,4.09,2.703,2.95,3450.3,0.38,4.06,5.15
15.8,2317,2.43,2688,162.1,0.789,0.594,41,2.08,4.1,3.159,2.9,4718.5,0.66,2.94,5.52
5.7,1887,1.36,2962,55.5,0.671,0.441,43,3.7,2.56,1.139,4.38,1998.9,1.27,3.9,2.66
17.97,971,1.76,1616,221.4,0.981,0.42,16,2.29,3.11,3.595,2.27,2142.0,0.44,3.34,4.22
17.82,2469,1.95,1125,126.6,0.45,0.763,37,4.5,4.21,3.564,2.55,5590.0,0.43,6.05,5.96
3.5,2603,1.23,783,454.6,0.608,0.771,8,4.26,5.38,1.01,4.7,2653.0,1.16,4.36,5.53
17.04,1043,0.79,2479,50.9,0.651,0.718,9,3.38,3.48,3.408,2.45,2388.3,0.2,4.44,4.68
5.19,1726,0.91,2178,24.6,0.41,0.857,19,3.29,4.33,1.038,4.9,1836.3,0.86,3.39,4.43
8.7,2937,1.13,722,2.7,0.619,0.423,13,4.69,3.71,1.739,3.82,4148.5,0.52,5.19,4.22
15.64,2760,1.77,1243,164.0,0.564,0.962,13,2.87,2.87,3.128,2.81,5678.6,0.49,3.84,3.7
5.73,448,1.3,962,330.2,0.704,0.457,25,2.75,5.85,1.147,4.86,498.0,1.21,2.85,5.95
16.91,1776,0.51,2068,365.2,0.602,0.804,28,4.82,5.49,3.381,3.17,3949.6,0.2,6.7,7.36
17.15,1296,1.55,2205,226.6,0.836,0.48,26,4.43,2.77,3.429,2.31,2919.1,0.45,6.22,3.74
11.63,109,2.34,1663,342.2,0.706,0.928,24,4.46,5.02,2.325,3.61,159.0,0.85,5.21,5.84
3.11,2887,2.12,2904,180.0,0.478,0.706,15,2.59,3.72,1.01,4.9,3044.6,2.07,2.73,3.82
7.88,1561,2.15,2236,333.9,0.85,0.449,35,2.43,5.98,1.576,3.63,2168.5,1.26,2.63,6.59
13.49,766,2.09,1546,20.3,0.46,0.77,33,2.08,3.56,2.698,2.84,1390.7,0.78,2.59,4.47
19.68,2693,1.15,1164,195.4,0.903,0.405,15,2.71,3.34,3.936,2.5,6425.0,0.2,4.02,4.63
13.74,1622,2.03,1856,395.4,0.959,0.866,32,4.32,4.49,2.748,3.21,3130.5,0.66,5.29,5.64
7.42,2276,0.79,1514,401.5,0.593,0.79,2,2.72,5.42,1.483,3.85,2905.8,0.53,3.07,5.9
13.78,700,1.82,2632,358.1,0.956,0.528,22,4.19,3.17,2.756,3.05,1420.7,0.6,5.36,3.83
12.18,2752,1.78,1554,102.1,0.876,0.625,10,2.76,4.98,2.436,3.39,4768.2,0.74,3.5,5.88
16.26,426,0.55,2264,123.6,0.953,0.405,17,3.19,2.71,3.251,2.72,938.0,0.2,4.46,3.58
4.82,1079,2.08,2787,498.0,0.8,0.816,40,4.95,5.72,1.01,4.9,1129.0,2.03,5.05,5.82
15.94,2551,2.31,2413,51.7,0.541,0.594,43,2.73,2.78,3.187,3.17,5408.4,0.7,3.47,3.87
12.2,728,1.03,862,90.3,0.937,0.743,28,3.13,5.7,2.44,3.17,1371.7,0.39,3.67,6.96
19.37,1729,2.12,1912,65.0,0.511,0.974,4,2.9,4.22,3.874,3.01,4012.7,0.46,4.08,5.95
8.81,2865,0.66,1167,163.8,0.528,0.58,23,2.33,4.07,1.762,3.34,4100.9,0.26,2.44,4.62
13.75,373,1.7,2380,105.1,0.563,0.994,28,3.47,5.91,2.751,2.52,684.2,0.61,4.51,7.41
18.84,784,1.47,1894,248.8,0.583,0.78,28,3.14,5.97,3.769,2.46,1899.9,0.44,4.36,8.3
4.74,215,1.59,598,238.0,0.709,0.545,25,4.08,4.78,1.01,4.9,265.0,1.54,4.28,4.88
18.93,960,2.35,2594,450.8,0.828,0.662,39,4.45,2.94,3.787,2.7,2324.4,0.62,6.4,4.23
14.69,2103,2.24,921,17.4,0.956,0.844,2,3.63,4.27,2.939,2.89,4263.7,0.69,4.56,5.33
4.15,792,2.07,2003,159.9,0.453,0.668,1,2.1,4.35,1.01,4.6,882.3,1.99,2.2,4.45
8.12,1205,1.05,561,298.3,0.973,0.441,24,3.86,4.3,1.623,3.59,1623.7,0.52,4.2,4.59
15.04,2471,2.32,1632,302.4,0.953,0.501,18,2.17,4.49,3.008,3.24,4939.9,0.72,2.82,5.73
4.14,2261,0.7,2202,240.1,0.432,0.875,39,3.85,2.57,1.01,4.9,2320.6,0.65,3.95,2.67
12.9,1892,2.21,1097,407.8,0.616,0.789,1,4.06,4.99,2.579,3.29,3491.6,0.83,4.83,6.3
8.88,253,1.16,891,31.4,0.888,0.742,18,2.59,4.99,1.776,3.92,446.0,0.65,2.97,5.66
13.56,2000,0.61,1575,407.7,0.767,0.501,0,4.46,2.9,2.711,3.13,3791.2,0.3,5.6,3.71
3.78,1527,1.84,1812,247.4,0.867,0.903,26,4.73,4.5,1.01,4.68,1577.0,1.79,4.86,4.67
17.82,1389,0.96,2529,66.9,0.831,0.976,44,4.44,4.49,3.563,2.58,3201.5,0.22,6.27,6.04
19.55,414,0.99,2884,442.9,0.698,0.425,34,2.92,4.89,3.91,2.72,937.0,0.2,4.08,6.89
19.47,1164,1.11,1309,324.6,0.425,0.447,40,3.76,2.8,3.894,2.57,2765.7,0.24,5.21,3.98
15.74,204,0.63,1905,81.8,0.751,0.931,4,4.74,4.69,3.149,2.34,522.9,0.25,6.35,6.15
5.21,2024,0.85,1659,16.8,0.429,0.889,37,2.96,3.48,1.042,4.9,2074.0,0.72,3.17,3.58
15.89,2013,0.51,2031,70.6,0.762,0.771,3,4.46,4.27,3.178,3.15,4237.7,0.24,5.9,5.55
3.42,1316,1.39,1885,304.4,0.88,0.967,16,2.03,5.21,1.01,4.74,1438.2,1.34,2.13,5.31
3.38,1524,0.67,1380,89.6,0.751,0.788,20,2.01,4.97,1.01,4.9,1615.7,0.62,2.11,5.07
8.5,2501,1.87,2099,112.9,0.998,0.53,30,4.28,2.92,1.7,4.26,3437.5,1.01,4.64,3.39
11.31,1872,0.97,753,12.6,0.674,0.837,21,4.28,4.57,2.261,2.92,3103.4,0.34,5.03,5.39
16.1,2060,2.39,2567,361.5,0.849,0.787,10,4.37,5.89,3.219,2.79,4296.3,0.61,5.79,7.67
14.62,2880,2.24,1668,405.2,0.8,0.991,33,4.79,3.05,2.923,2.88,5627.3,0.6,6.23,4.01
10.58,1703,1.08,1731,398.4,0.995,0.528,14,2.35,5.49,2.116,3.35,2863.2,0.47,2.66,6.32
7.65,808,2.07,2923,63.8,0.828,0.759,9,2.7,4.96,1.53,4.38,1134.5,1.21,2.8,5.25
19.95,750,2.11,665,451.7,0.498,0.868,37,4.71,5.21,3.99,2.38,1790.5,0.5,6.77,7.48
10.25,2971,2.47,2073,336.1,0.973,0.603,31,2.53,3.49,2.049,3.06,4787.7,1.1,3.07,4.13
10.67,1046,1.7,1116,448.8,0.801,0.628,30,4.05,3.51,2.135,2.99,1778.4,0.68,4.73,4.23
5.78,760,0.66,2125,223.6,0.436,0.933,36,3.59,5.67,1.156,4.19,839.1,0.57,3.86,5.84
16.51,2246,1.79,1002,218.5,0.795,0.643,43,2.25,3.76,3.302,2.66,4764.6,0.58,3.03,4.99
14.79,2735,1.75,1412,392.3,0.93,0.775,27,2.86,2.72,2.959,3.13,5377.3,0.57,3.61,3.44
6.75,2429,1.78,2626,46.6,0.746,0.934,30,3.56,4.6,1.351,4.01,3075.2,1.27,3.66,4.7
4.4,2550,1.11,1084,260.4,0.612,0.526,5,4.56,2.94,1.01,4.9,2619.4,1.06,4.66,3.11
14.57,1232,2.22,2458,418.2,0.893,0.989,13,4.12,5.29,2.914,3.12,2533.0,0.73,5.32,6.86
14.13,799,2.42,895,415.1,0.87,0.821,22,3.87,4.75,2.825,2.73,1548.5,0.85,4.97,5.86
7.65,2346,0.94,2131,478.1,0.727,0.698,15,3.49,5.56,1.529,4.14,3181.3,0.53,3.87,6.07
19.16,2138,0.68,2380,349.1,0.493,0.659,24,2.9,5.25,3.833,2.74,4912.0,0.23,4.22,7.46
5.57,2474,0.89,901,103.9,0.551,0.973,38,2.36,2.89,1.114,4.7,2792.5,0.75,2.46,3.13
10.35,2301,2.14,1474,10.1,0.843,0.523,1,3.23,3.83,2.07,3.31,3758.1,1.05,3.87,4.58
19.04,651,1.85,723,239.7,0.884,0.587,37,2.09,5.21,3.808,2.68,1524.2,0.38,2.98,7.27
10.14,504,1.77,1017,256.9,0.568,0.585,40,2.63,3.96,2.027,3.99,888.8,0.9,3.0,4.66
13.85,561,1.3,735,120.1,0.621,0.573,38,3.3,5.9,2.771,2.93,1161.2,0.52,4.19,7.47
9.76,2279,1.66,615,62.3,0.447,0.681,33,3.26,5.08,1.952,3.47,3591.8,0.72,3.77,5.67
7.66,2938,1.12,725,293.1,0.828,0.994,39,2.13,2.55,1.532,4.0,3847.6,0.79,2.23,2.84
19.73,973,1.45,2777,382.1,0.402,0.933,42,3.77,5.58,3.946,2.09,2337.6,0.24,5.4,8.06
9.96,183,2.09,681,496.6,0.428,0.597,24,3.65,2.85,1.992,3.6,404.5,0.92,4.13,3.09
18.2,1522,2.46,1841,379.2,0.403,0.654,35,2.23,2.99,3.64,2.45,3518.4,0.58,3.06,4.24
6.91,2901,2.36,709,396.8,0.787,0.802,15,4.83,5.07,1.382,3.87,3579.6,1.76,4.94,5.42
6.62,2775,2.37,1915,308.2,0.65,0.41,17,2.3,5.53,1.325,4.31,3427.1,1.74,2.4,5.65
3.53,320,1.3,2643,493.0,0.579,0.892,12,4.56,4.38,1.01,4.48,370.0,1.25,4.66,4.48
14.08,2700,1.44,1393,320.0,0.948,0.928,36,2.0,3.51,2.816,2.88,5262.9,0.5,2.5,4.5
9.26,1491,1.91,2381,430.1,0.516,0.914,26,4.65,3.73,1.853,3.28,2183.6,1.06,5.4,4.06
17.69,211,2.34,1609,472.9,0.634,0.625,33,2.06,3.7,3.539,2.18,472.1,0.64,2.73,5.25
11.04,714,0.78,2962,464.9,0.964,0.677,10,4.27,3.64,2.209,3.69,1220.3,0.27,5.01,4.12
19.46,1681,1.11,2526,190.7,0.656,0.407,0,3.09,3.35,3.892,2.95,3970.2,0.21,4.35,4.64
6.15,574,0.78,893,39.3,0.733,0.64,12,4.21,4.63,1.231,4.21,707.7,0.54,4.48,4.73
17.77,2983,1.72,1343,85.9,0.448,0.676,29,3.21,5.65,3.553,2.69,6647.7,0.46,4.25,7.83
16.2,2013,1.11,2024,29.6,0.874,0.944,4,2.21,3.57,3.24,2.56,4213.6,0.24,2.83,4.82
16.11,370,1.15,1103,52.7,0.654,0.936,17,4.3,3.15,3.221,2.78,753.7,0.27,5.62,4.17
17.36,2568,0.64,1081,92.3,0.88,0.98,13,2.21,5.44,3.472,2.62,5694.5,0.24,3.23,7.37
15.94,2020,1.2,2542,170.5,0.552,0.931,12,4.77,5.1,3.187,2.57,4198.7,0.3,6.36,6.89
13.65,2854,2.22,2439,271.8,0.653,0.405,31,2.15,5.76,2.729,3.23,5396.5,0.75,2.57,7.08
5.23,1490,0.97,632,355.8,0.872,0.785,6,3.44,3.08,1.046,4.51,1611.6,0.9,3.54,3.18
3.55,139,1.89,2768,105.5,0.984,0.441,7,4.17,3.0,1.01,4.53,271.8,1.78,4.27,3.1
18.65,2082,1.76,1475,336.3,0.436,0.564,6,3.18,4.4,3.731,2.86,4832.4,0.39,4.33,6.0
13.48,2336,2.23,2313,352.1,0.887,0.747,15,2.65,4.65,2.697,3.21,4301.5,0.73,3.45,5.78
16.54,1093,0.76,2043,279.3,0.58,0.82,42,4.28,4.18,3.308,2.75,2426.4,0.28,5.76,5.51
11.19,2112,2.46,1857,451.8,0.73,0.793,30,4.35,4.6,2.237,3.31,3641.3,0.98,5.21,5.36
4.99,2683,1.67,538,55.5,0.574,0.429,26,4.77,3.13,1.01,4.9,2744.2,1.62,4.87,3.26
5.13,389,2.49,1816,88.6,0.768,0.462,32,3.13,4.18,1.026,4.87,539.1,2.44,3.23,4.28
14.65,2580,2.32,661,214.3,0.612,0.477,28,3.52,4.8,2.931,2.81,5111.9,0.76,4.44,6.31
10.32,2618,0.94,2409,63.4,0.6,0.455,7,3.09,4.01,2.063,3.48,4158.5,0.48,3.51,4.72
6.41,2775,0.61,1627,283.1,0.423,0.507,32,2.77,4.88,1.282,4.44,3257.0,0.56,2.95,5.01
11.36,378,1.01,2708,199.2,0.488,0.813,40,4.25,4.08,2.271,3.51,712.7,0.47,4.92,4.88
4.09,680,1.56,2158,142.3,0.95,0.899,18,3.02,3.67,1.01,4.9,730.0,1.51,3.12,3.77
12.89,962,0.84,2463,85.0,0.999,0.645,20,3.28,3.56,2.579,2.99,1710.0,0.36,4.2,4.26
7.57,353,0.83,1557,167.7,0.868,0.816,40,3.21,3.94,1.515,3.98,413.0,0.53,3.31,4.41
16.56,280,1.43,2789,304.0,0.572,0.52,20,4.14,2.58,3.312,2.62,600.3,0.34,5.73,3.5
8.28,780,0.57,1466,287.9,0.641,0.984,24,4.75,4.84,1.655,3.92,1097.9,0.29,5.05,5.47
10.74,924,0.74,1389,81.8,0.844,0.61,41,4.0,5.46,2.148,3.37,1550.3,0.27,4.63,6.53
3.2,799,1.33,2660,62.5,0.981,0.908,22,3.41,3.74,1.01,4.9,849.0,1.25,3.51,3.84
4.23,2713,0.63,2865,13.3,0.673,0.967,10,4.34,2.66,1.01,4.9,2876.7,0.56,4.44,2.76
9.67,1449,1.29,2570,6.2,0.898,0.919,32,3.92,5.95,1.934,3.99,2197.0,0.54,4.31,6.65
11.16,1480,1.45,2166,439.9,0.985,0.44,19,2.18,3.42,2.232,3.56,2482.6,0.68,2.7,4.19
13.2,1773,1.4,1941,22.5,0.924,0.79,24,2.29,2.94,2.64,3.55,3223.2,0.57,3.04,3.81
7.96,2827,2.24,1567,365.6,0.536,0.472,25,2.11,3.79,1.592,4.1,3782.0,1.36,2.21,4.14
14.81,2538,1.56,627,436.0,0.405,0.403,39,3.37,5.08,2.963,3.37,4963.7,0.54,4.52,6.42
17.62,1738,1.44,657,49.0,0.695,0.431,11,4.48,3.53,3.524,2.32,3881.2,0.3,6.2,4.72
16.26,2057,1.32,1326,218.2,0.719,0.95,31,2.94,4.51,3.251,2.33,4398.4,0.44,4.11,6.16
3.67,311,2.14,2390,481.2,0.521,0.945,32,3.15,3.95,1.01,4.9,361.0,2.09,3.25,4.13
11.17,1638,2.29,1011,417.1,0.571,0.535,9,4.73,2.91,2.234,3.83,2730.4,0.86,5.72,3.33
4.78,483,2.21,2592,244.9,0.859,0.728,3,4.51,3.66,1.01,4.89,533.0,2.11,4.61,3.76
7.11,1814,1.85,2766,381.3,0.682,0.973,14,4.0,5.04,1.423,3.9,2379.3,1.21,4.4,5.29
19.77,441,0.77,942,416.7,0.59,0.698,5,2.8,4.64,3.955,2.54,1147.4,0.2,4.11,6.51
5.42,1938,1.05,2862,174.0,0.774,0.636,26,2.35,2.92,1.084,4.9,2001.4,0.93,2.45,3.09
11.48,2087,0.59,2724,446.1,0.792,0.69,4,2.05,3.07,2.296,3.11,3531.8,0.2,2.32,3.67
13.51,943,2.36,2775,235.2,0.862,0.874,4,2.32,4.74,2.702,3.26,1896.1,0.74,3.04,6.01
14.94,1634,1.82,2226,263.9,0.494,0.686,17,2.88,5.35,2.988,3.37,3267.3,0.5,3.78,6.91
12.51,519,1.99,2506,499.9,0.845,0.87,27,3.66,3.72,2.503,3.56,976.1,0.83,4.42,4.5
3.17,2898,1.12,2195,421.7,0.76,0.659,34,2.19,4.58,1.01,4.77,2948.0,1.06,2.29,4.68
8.55,2088,2.19,766,180.9,0.435,0.551,21,2.41,3.1,1.71,3.65,2989.0,1.16,2.8,3.54
11.8,2032,1.02,1337,5.2,0.866,0.596,33,2.54,3.59,2.36,3.13,3621.1,0.43,3.0,4.4
4.49,1949,0.5,988,313.1,0.63,0.447,3,3.9,2.57,1.01,4.87,2110.7,0.45,4.0,2.67
8.96,405,1.25,1201,352.0,0.598,0.698,17,3.85,5.19,1.792,3.34,688.1,0.64,4.47,5.73
3.56,2849,1.64,1186,325.4,0.669,0.489,40,3.65,3.9,1.01,4.9,2899.0,1.59,3.75,4.0
4.34,968,1.46,1495,483.9,0.608,0.887,25,2.75,5.36,1.01,4.84,1022.9,1.41,2.85,5.46
9.75,2684,2.22,856,431.5,0.603,0.652,41,3.11,4.98,1.95,3.96,4095.1,1.01,3.44,5.74
5.26,1235,0.71,1371,224.4,0.885,0.859,21,2.29,5.4,1.051,4.9,1421.3,0.64,2.47,5.5
12.65,1534,1.61,2473,31.4,0.475,0.973,32,2.68,3.5,2.53,2.67,2831.5,0.6,3.18,4.28
14.72,305,1.53,2751,238.0,0.982,0.91,42,4.69,3.15,2.944,3.4,638.8,0.44,6.12,4.2
16.61,595,1.06,1051,344.6,0.733,0.971,13,4.94,5.9,3.322,2.95,1212.5,0.32,6.81,7.96
6.4,2009,2.14,2310,303.9,0.51,0.741,30,3.94,5.01,1.281,4.44,2398.8,1.58,4.04,5.18
5.85,2651,2.01,822,269.1,0.479,0.499,9,4.75,5.42,1.169,4.51,3070.2,1.73,5.0,5.52
4.78,1145,1.97,2728,234.4,0.755,0.961,23,3.93,2.55,1.01,4.9,1206.8,1.91,4.03,2.68
13.82,312,2.25,582,146.9,0.78,0.921,20,2.1,3.74,2.764,2.83,575.5,0.73,2.72,4.76
15.01,409,1.95,2850,138.7,0.432,0.919,7,4.99,5.1,3.002,3.01,767.4,0.59,6.44,6.47
3.54,2808,0.96,761,250.1,0.546,0.816,31,2.3,2.77,1.01,4.57,2858.0,0.91,2.4,2.87
18.92,2091,1.91,1283,80.3,0.877,0.775,30,4.05,4.49,3.783,2.69,4936.6,0.39,5.64,6.33
3.88,2900,1.12,1723,170.3,0.43,0.409,33,2.76,4.0,1.01,4.75,3067.4,1.07,2.86,4.13
12.2,371,0.98,1413,162.0,0.913,0.849,22,3.18,2.56,2.44,2.72,787.0,0.41,4.04,3.28
15.05,1922,0.65,1443,293.6,0.795,0.455,24,3.94,3.33,3.011,2.93,3923.5,0.2,4.93,4.37
17.81,2179,1.99,1818,33.3,0.661,0.556,6,3.31,3.5,3.561,2.73,4881.2,0.59,4.71,4.93
15.14,542,1.92,2035,414.8,0.608,0.731,18,2.75,2.89,3.028,2.8,1151.3,0.6,3.46,3.59
16.63,2309,0.97,1188,281.2,0.412,0.671,6,3.0,4.71,3.326,2.31,4951.2,0.25,4.01,6.38
8.77,2914,2.0,2943,335.4,0.895,0.409,7,3.02,3.35,1.754,4.17,4231.7,1.01,3.5,3.83
16.85,353,2.34,2272,351.5,0.486,0.894,13,4.88,3.47,3.37,2.83,788.1,0.62,6.49,4.7
4.36,620,0.72,1338,145.7,0.586,0.927,0,4.4,5.64,1.01,4.59,707.7,0.64,4.55,5.74
18.21,1076,0.97,1377,235.2,0.741,0.809,12,3.38,4.13,3.642,2.63,2388.0,0.22,4.71,5.93
12.31,109,2.0,548,478.1,0.548,0.725,2,2.6,3.87,2.462,3.18,194.5,0.72,3.12,4.6
16.89,2873,1.05,792,383.4,0.698,0.976,27,4.43,5.03,3.379,2.28,6266.3,0.32,6.08,6.67
10.69,2652,1.75,2151,484.8,0.886,0.472,37,2.47,5.68,2.138,3.53,4394.7,0.7,2.83,6.73
13.94,2932,0.66,1035,373.1,0.682,0.843,14,2.63,2.59,2.788,3.3,5623.1,0.28,3.28,3.41
11.95,1683,1.4,810,87.8,0.969,0.477,35,3.1,4.07,2.39,3.48,2857.4,0.5,3.84,5.06
15.44,2583,1.98,1036,32.3,0.909,0.629,2,4.64,4.64,3.087,2.55,5360.8,0.56,6.02,6.15
4.39,1234,1.87,2426,288.8,0.6,0.751,3,2.4,3.61,1.01,4.9,1332.1,1.82,2.5,3.75
4.03,252,2.13,733,178.9,0.64,0.842,4,2.37,5.2,1.01,4.82,302.0,2.08,2.49,5.3
7.2,1758,2.25,1732,137.7,0.654,0.402,25,3.48,5.9,1.44,4.61,2277.8,1.47,3.83,6.12
5.71,2900,2.05,2641,403.6,0.776,0.556,24,2.83,5.8,1.142,4.25,3187.7,1.74,2.93,6.03
17.82,1956,1.84,2874,183.5,0.572,0.723,9,3.71,3.43,3.564,2.63,4371.5,0.42,5.14,4.62
6.73,1314,0.56,2772,158.5,0.982,0.72,7,3.35,3.29,1.345,4.41,1709.0,0.43,3.61,3.39
19.59,1852,1.57,1466,425.0,0.765,0.783,11,3.3,5.85,3.918,2.27,4330.3,0.32,4.76,8.37
8.73,2710,0.58,1389,423.1,0.64,0.582,2,2.34,4.11,1.745,4.06,3809.2,0.36,2.56,4.49
6.1,1204,2.12,2558,178.2,0.787,0.724,26,2.42,3.23,1.219,4.66,1313.3,1.72,2.7,3.33
16.42,2636,1.14,534,416.2,0.637,0.514,22,4.46,4.97,3.285,2.28,5556.2,0.24,5.85,6.55
14.2,994,1.62,946,425.4,0.891,0.512,39,4.66,3.5,2.84,3.08,1887.9,0.48,5.98,4.38
11.47,1211,1.06,2263,212.0,0.741,0.746,32,2.7,3.44,2.294,3.29,2028.7,0.37,3.38,3.91
12.44,203,2.07,2988,33.2,0.425,0.811,13,2.34,5.58,2.488,2.87,311.1,0.74,2.94,6.81
15.23,2014,2.27,2058,0.8,0.506,0.472,22,2.16,3.07,3.045,3.36,4034.9,0.67,2.98,4.12
6.88,1106,1.3,1094,261.6,0.919,0.474,30,3.82,2.73,1.377,4.66,1367.2,0.91,3.98,3.02
19.94,506,2.23,2525,172.0,0.738,0.739,12,4.15,3.44,3.988,2.3,1157.4,0.54,5.91,5.11
19.57,1501,1.03,2776,498.6,0.97,0.562,11,3.12,4.62,3.914,2.57,3593.6,0.2,4.62,6.61
14.06,266,1.57,843,386.2,0.443,0.635,34,4.04,2.93,2.811,2.8,571.3,0.59,5.09,3.82
6.39,608,2.22,1603,380.6,0.577,0.64,17,4.14,4.15,1.278,4.7,678.3,1.66,4.4,4.25
14.56,1761,1.15,1919,477.6,0.516,0.507,20,4.81,4.7,2.913,3.36,3504.2,0.32,6.04,5.87
4.23,2460,2.41,1813,443.9,0.732,0.401,44,2.19,5.47,1.01,4.83,2625.1,2.36,2.3,5.57
3.52,862,0.74,1978,159.1,0.63,0.912,41,2.58,3.3,1.01,4.9,1006.3,0.69,2.68,3.4
7.38,780,0.54,1651,83.0,0.494,0.829,0,2.21,5.36,1.476,4.11,945.5,0.33,2.31,5.86
10.86,2624,2.31,2421,372.9,0.786,0.814,37,4.6,3.32,2.173,3.29,4371.1,1.03,5.41,3.95
17.76,2220,0.64,1882,189.1,0.722,0.728,40,4.38,4.87,3.552,3.09,4923.1,0.23,6.13,6.6
15.36,1264,2.48,2622,236.6,0.565,0.821,41,3.72,4.01,3.072,2.86,2512.0,0.78,4.69,5.39
15.63,681,2.4,2069,315.2,0.688,0.961,8,2.25,2.9,3.125,2.8,1397.4,0.59,3.02,3.88
10.23,361,0.77,2394,453.9,0.847,0.799,22,2.82,5.0,2.047,3.67,579.2,0.42,3.28,5.91
8.88,1463,1.58,2743,209.5,0.523,0.559,13,2.89,3.26,1.776,3.51,2149.6,0.89,3.12,3.75
9.31,1431,0.87,2366,391.7,0.576,0.742,10,3.68,3.12,1.862,3.49,2192.3,0.47,4.26,3.44
19.79,2392,1.36,528,134.2,0.608,0.665,6,2.77,3.75,3.958,2.95,5751.6,0.35,3.93,5.25
3.68,1638,0.62,1205,349.0,0.848,0.734,30,2.22,4.79,1.01,4.9,1688.0,0.57,2.32,4.89
17.74,660,0.95,1520,0.8,0.908,0.711,23,4.19,3.32,3.548,2.98,1470.7,0.22,5.78,4.42
12.84,1199,1.23,2563,435.8,0.626,0.915,25,2.9,3.14,2.567,2.89,2173.2,0.35,3.65,3.78
10.46,2003,1.38,1946,15.2,0.578,0.791,29,3.36,2.53,2.091,3.5,3199.0,0.6,4.08,2.93
15.33,274,2.45,2159,356.4,0.934,0.513,33,2.38,4.15,3.066,3.33,701.8,0.63,2.98,5.6
11.27,2256,2.12,1466,23.1,1.0,0.438,45,4.41,4.0,2.255,3.15,3855.5,0.82,5.2,4.9
17.85,2330,1.97,2776,133.1,0.802,0.655,37,3.7,3.32,3.57,2.31,5306.1,0.5,4.95,4.69
18.31,291,1.57,1072,248.6,0.994,0.409,4,4.7,2.69,3.662,2.62,743.6,0.34,6.69,3.57
10.17,164,2.18,2106,210.0,0.796,0.591,4,3.49,4.0,2.034,3.39,286.8,1.04,4.01,4.56
7.71,1597,1.18,1114,95.9,0.84,0.621,18,4.82,5.26,1.541,3.69,2120.7,0.8,5.3,5.76
13.07,1667,1.92,825,166.9,0.633,0.625,37,4.68,5.0,2.614,3.48,3086.9,0.65,5.74,6.07
18.51,1251,2.49,858,363.9,0.66,0.988,27,3.73,5.51,3.702,3.09,2868.2,0.67,5.38,7.87
6.58,2037,1.13,2310,334.6,0.486,0.582,25,4.8,2.53,1.316,4.43,2534.3,0.75,5.04,2.82
13.59,468,1.85,2871,35.9,0.894,0.559,41,2.97,5.88,2.718,3.31,917.3,0.68,3.91,7.34
13.74,950,2.19,2221,373.7,0.959,0.478,22,3.1,3.69,2.747,3.38,1795.8,0.79,3.74,4.75
15.46,142,2.33,1849,26.5,0.774,0.707,45,2.14,5.97,3.093,3.04,392.5,0.64,2.81,7.7
5.24,2007,1.94,664,271.5,0.606,0.492,29,3.77,3.38,1.047,4.43,2186.7,1.8,3.9,3.48
15.17,2635,1.07,2096,130.0,0.492,0.77,2,4.17,4.15,3.034,2.53,5306.7,0.28,5.48,5.23
18.45,177,1.15,2127,293.8,0.559,0.493,27,4.32,3.74,3.691,2.17,483.9,0.34,5.87,5.11
6.05,2973,0.54,1676,130.7,0.553,0.746,32,2.45,3.75,1.211,4.05,3312.5,0.49,2.72,3.95
7.04,1924,2.02,1650,492.5,0.768,0.896,41,3.33,5.45,1.408,4.02,2438.3,1.35,3.46,5.87
19.51,1393,0.59,692,154.9,0.967,0.426,2,2.53,5.11,3.903,2.42,3221.5,0.2,3.53,7.39
